"MITRE_ID","File","AtomicTest","ExecutorName","Command","Cleanup","Dependencies"
"T1098","C:\AtomicRedTeam\atomics\T1098\T1098.yaml","Azure AD - adding service principal to Azure AD role","powershell","Import-Module -Name AzureAD
$PWord = ConvertTo-SecureString -String ""p4sswd"" -AsPlainText -Force
$Credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList ""jonh@contoso.com"", $Pword
Connect-AzureAD -Credential $Credential

$sp = Get-AzureADServicePrincipal -Filter ""DisplayName eq 'SuperSP'""
if ($sp -eq $null) { Write-Warning ""Service Principal not found""; exit }
$role = Get-AzureADDirectoryRole -Filter ""DisplayName eq 'Global Reader'""
if ($role -eq $null) { Write-Warning ""Role not found""; exit }
Add-AzureADDirectoryRoleMember -ObjectId $role.ObjectId -RefObjectId $sp.ObjectId
Write-Host ""Service Principal $($sp.DisplayName) was added to $($role.DisplayName)""
","Import-Module -Name AzureAD -ErrorAction Ignore
$PWord = ConvertTo-SecureString -String ""p4sswd"" -AsPlainText -Force
$Credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList ""jonh@contoso.com"", $Pword
Connect-AzureAD -Credential $Credential -ErrorAction Ignore

$sp = Get-AzureADServicePrincipal -Filter ""DisplayName eq 'SuperSP'""
if ($sp -eq $null) { Write-Warning ""Service Principal not found""; exit }
$role = Get-AzureADDirectoryRole -Filter ""DisplayName eq 'Global Reader'""
if ($role -eq $null) { Write-Warning ""Role not found""; exit }

Remove-AzureADDirectoryRoleMember -ObjectId $role.ObjectId -MemberId $sp.ObjectId
Write-Host ""Service Principal $($sp.DisplayName) was removed from $($role.DisplayName) role""
","Install-Module -Name AzureAD -Force "
"T1098","C:\AtomicRedTeam\atomics\T1098\T1098.yaml","Azure - adding user to Azure role in subscription","powershell","Import-Module -Name Az.Resources
$PWord = ConvertTo-SecureString -String ""p4sswd"" -AsPlainText -Force
$Credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList ""jonh@contoso.com"", $Pword
Connect-AzAccount -Credential $Credential

$user = Get-AzADUser | where-object {$_.DisplayName -eq ""SuperUser"" -or $_.UserPrincipalName -eq ""SuperUser"" }
if ($user -eq $null) { Write-Warning ""User not found""; exit }
$subscription = Get-AzSubscription | where-object {$_.Name -eq ""Azure subscription 1""}
if ($subscription -eq $null) { Write-Warning ""Subscription not found""; exit }
$role = Get-AzRoleDefinition | where-object {$_.Name -eq ""Reader""}
if ($role -eq $null) { Write-Warning ""Role not found""; exit }

New-AzRoleAssignment -ObjectId $user.id -RoleDefinitionId $role.id -Scope /subscriptions/$subscription
Write-Host ""User $($user.DisplayName) was added to $($role.Name) role in subscriptions $($subscriptions.Name)""
","Import-Module -Name AzureAD -ErrorAction Ignore
$PWord = ConvertTo-SecureString -String ""p4sswd"" -AsPlainText -Force
$Credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList ""jonh@contoso.com"", $Pword
Connect-AzAccount -Credential $Credential -ErrorAction Ignore

$user = Get-AzADUser | where-object {$_.DisplayName -eq ""SuperUser"" -or $_.UserPrincipalName -eq ""SuperUser"" }
if ($user -eq $null) { Write-Warning ""User not found""; exit }
$subscription = Get-AzSubscription | where-object {$_.Name -eq ""Azure subscription 1""}
if ($subscription -eq $null) { Write-Warning ""Subscription not found""; exit }
$role = Get-AzRoleDefinition | where-object {$_.Name -eq ""Reader""}
if ($role -eq $null) { Write-Warning ""Role not found""; exit }

Remove-AzRoleAssignment -ObjectId $user.id -RoleDefinitionId $role.id -Scope /subscriptions/$subscription
Write-Host ""User Principal $($sp.DisplayName) was removed from $($role.Name) role in subscriptions $($subscriptions.Name)""
","Install-Module -Name Az.Resources -Force "
"T1098","C:\AtomicRedTeam\atomics\T1098\T1098.yaml","Azure - adding service principal to Azure role in subscription","powershell","Import-Module -Name Az.Resources
$PWord = ConvertTo-SecureString -String ""p4sswd"" -AsPlainText -Force
$Credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList ""jonh@contoso.com"", $Pword
Connect-AzAccount -Credential $Credential

$sp = Get-AzADServicePrincipal | where-object {$_.DisplayName -eq ""SuperSP""}
if ($sp -eq $null) { Write-Warning ""Service Principal not found""; exit }
$subscription = Get-AzSubscription | where-object {$_.Name -eq ""Azure subscription 1""} 
if ($subscription -eq $null) { Write-Warning ""Subscription not found""; exit }
$role = Get-AzRoleDefinition | where-object {$_.Name -eq ""Reader""}
if ($role -eq $null) { Write-Warning ""Role not found""; exit }

New-AzRoleAssignment -ObjectId $sp.id -RoleDefinitionId $role.id -Scope /subscriptions/$subscription
Write-Host ""Service Principal $($sp.DisplayName) was added to $($role.Name) role in subscriptions $($subscriptions.Name)""
","Import-Module -Name AzureAD -ErrorAction Ignore
$PWord = ConvertTo-SecureString -String ""p4sswd"" -AsPlainText -Force
$Credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList ""jonh@contoso.com"", $Pword
Connect-AzAccount -Credential $Credential -ErrorAction Ignore

$sp = Get-AzADServicePrincipal | where-object {$_.DisplayName -eq ""SuperSP""}
if ($sp -eq $null) { Write-Warning ""Service Principal not found""; exit }
$subscription = Get-AzSubscription | where-object {$_.Name -eq ""Azure subscription 1""} 
if ($subscription -eq $null) { Write-Warning ""Subscription not found""; exit }
$role = Get-AzRoleDefinition | where-object {$_.Name -eq ""Reader""}
if ($role -eq $null) { Write-Warning ""Role not found""; exit }

Remove-AzRoleAssignment -ObjectId $sp.id -RoleDefinitionId $role.id -Scope /subscriptions/$subscription
Write-Host ""Service Principal $($sp.DisplayName) was removed from $($role.Name) role in subscriptions $($subscriptions.Name)""
","Install-Module -Name Az.Resources -Force "
"T1098","C:\AtomicRedTeam\atomics\T1098\T1098.yaml","Azure AD - adding permission to application","powershell","Import-Module -Name AzureAD
$PWord = ConvertTo-SecureString -String ""p4sswd"" -AsPlainText -Force
$Credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList ""jonh@contoso.com"", $Pword
Connect-AzureAD -Credential $Credential

$aadApplication = New-AzureADApplication -DisplayName ""test_app""
$servicePrincipal = New-AzureADServicePrincipal -AppId $aadApplication.AppId
#$aadApplication = Get-AzureADApplication -Filter ""DisplayName eq 'test_app'""

#Get Service Principal of Microsoft Graph Resource API 
$graphSP = Get-AzureADServicePrincipal -Filter ""DisplayName eq 'Microsoft Graph'""

#Initialize RequiredResourceAccess for Microsoft Graph Resource API 
$requiredGraphAccess = New-Object Microsoft.Open.AzureAD.Model.RequiredResourceAccess
$requiredGraphAccess.ResourceAppId = $graphSP.AppId
$requiredGraphAccess.ResourceAccess = New-Object System.Collections.Generic.List[Microsoft.Open.AzureAD.Model.ResourceAccess]

#Set Application Permissions
$ApplicationPermissions = @('DirectoryRecommendations.Read.All')

$reqPermission = $graphSP.AppRoles | Where-Object {$_.Value -eq $ApplicationPermissions}
if($reqPermission)
{
$resourceAccess = New-Object Microsoft.Open.AzureAD.Model.ResourceAccess
$resourceAccess.Type = ""Role""
$resourceAccess.Id = $reqPermission.Id    
#Add required app permission
$requiredGraphAccess.ResourceAccess.Add($resourceAccess)
}
else
{
Write-Host ""App permission $permission not found in the Graph Resource API"" -ForegroundColor Red
}

#Add required resource accesses
$requiredResourcesAccess = New-Object System.Collections.Generic.List[Microsoft.Open.AzureAD.Model.RequiredResourceAccess]
$requiredResourcesAccess.Add($requiredGraphAccess)

#Set permissions in existing Azure AD App
Set-AzureADApplication -ObjectId $aadApplication.ObjectId -RequiredResourceAccess $requiredResourcesAccess

$servicePrincipal = Get-AzureADServicePrincipal -Filter ""AppId eq '$($aadApplication.AppId)'""

New-AzureADServiceAppRoleAssignment -ObjectId $servicePrincipal.ObjectId -PrincipalId $servicePrincipal.ObjectId -ResourceId $graphSP.ObjectId -Id $reqPermission.Id
","Import-Module -Name AzureAD
$PWord = ConvertTo-SecureString -String ""p4sswd"" -AsPlainText -Force
$Credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList ""jonh@contoso.com"", $Pword
Connect-AzureAD -Credential $Credential

$aadApplication = @(Get-AzureADApplication -Filter ""DisplayName eq 'test_app'"")
If ($aadApplication.Count -eq 0)
{
  Write-Host ""App not found: cannot delete it""
  exit
}
ElseIf ($aadApplication.Count -gt 1)
{
  Write-Host ""Found several app with name 'test_app': one is likely the one this technique created, but as a precaution, none will be deleted. Manual cleanup is required.""
  exit
}
Else
{
  Remove-AzureADApplication -ObjectId $aadApplication[0].ObjectId
  Write-Host ""Successfully deleted app""
}
","Install-Module -Name AzureAD -Force "
"T1098","C:\AtomicRedTeam\atomics\T1098\T1098.yaml","Password Change on Directory Service Restore Mode (DSRM) Account","command_prompt","ntdsutil ""set dsrm password"" ""sync from domain account %username%"" ""q"" ""q""
",,""
"T1098","C:\AtomicRedTeam\atomics\T1098\T1098.yaml","Domain Password Policy Check: Short Password","powershell","$credFile = ""#{cred_file}""
if (Test-Path $credFile) {
    $cred = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList $env:USERNAME, (Get-Content $credFile | ConvertTo-SecureString)
    if($cred.GetNetworkCredential().Password -eq ""#{cred_file}""){
      Write-Host -ForegroundColor Yellow ""The new password is the same as the password stored in the credential file. Please specify a different new password.""; exit -1
    }
    try {
        $newPassword = ConvertTo-SecureString #{cred_file} -AsPlainText -Force
        Set-ADAccountPassword -Identity $env:USERNAME -OldPassword $cred.password -NewPassword $newPassword
    }
    catch { 
        $_.Exception
        $errCode = $_.Exception.ErrorCode
        Write-Host ""Error code: $errCode""
        if ($errCode -eq 86) {
            Write-Host -ForegroundColor Yellow ""The stored password for the current user is incorrect. Please run the prereq commands to set the correct credentials""
            Remove-Item $credFile
        }
        exit $errCode
    }
    Write-Host -ForegroundColor Cyan ""Successfully changed the password to #{cred_file}""
    $newCred = New-Object System.Management.Automation.PSCredential ($env:USERNAME, $(ConvertTo-SecureString ""#{cred_file}"" -AsPlainText -Force))
    $newCred.Password | ConvertFrom-SecureString | Out-File $credFile
}
else {
    Write-Host -ForegroundColor Yellow ""You must store the password of the current user by running the prerequisite commands first""
}
",,"New-Item -Type Directory (split-path ""#{cred_file}"") -ErrorAction Ignore | Out-Null $cred = Get-Credential -UserName  $env:USERNAME -message ""Enter password for $env:USERNAME to use during password change attempt"" $cred.Password | ConvertFrom-SecureString | Out-File ""#{cred_file}"" "
"T1098","C:\AtomicRedTeam\atomics\T1098\T1098.yaml","Domain Password Policy Check: No Number in Password","powershell","$credFile = ""#{cred_file}""
if (Test-Path $credFile) {
    $cred = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList $env:USERNAME, (Get-Content $credFile | ConvertTo-SecureString)
    if($cred.GetNetworkCredential().Password -eq ""#{cred_file}""){
      Write-Host -ForegroundColor Yellow ""The new password is the same as the password stored in the credential file. Please specify a different new password.""; exit -1
    }
    try {
        $newPassword = ConvertTo-SecureString #{cred_file} -AsPlainText -Force
        Set-ADAccountPassword -Identity $env:USERNAME -OldPassword $cred.password -NewPassword $newPassword
    }
    catch { 
        $_.Exception
        $errCode = $_.Exception.ErrorCode
        Write-Host ""Error code: $errCode""
        if ($errCode -eq 86) {
            Write-Host -ForegroundColor Yellow ""The stored password for the current user is incorrect. Please run the prereq commands to set the correct credentials""
            Remove-Item $credFile
        }
        exit $errCode
    }
    Write-Host -ForegroundColor Cyan ""Successfully changed the password to #{cred_file}""
    $newCred = New-Object System.Management.Automation.PSCredential ($env:USERNAME, $(ConvertTo-SecureString ""#{cred_file}"" -AsPlainText -Force))
    $newCred.Password | ConvertFrom-SecureString | Out-File $credFile
}
else {
    Write-Host -ForegroundColor Yellow ""You must store the password of the current user by running the prerequisite commands first""
}
",,"New-Item -Type Directory (split-path ""#{cred_file}"") -ErrorAction Ignore | Out-Null $cred = Get-Credential -UserName  $env:USERNAME -message ""Enter password for $env:USERNAME to use during password change attempt"" $cred.Password | ConvertFrom-SecureString | Out-File ""#{cred_file}"" "
"T1098","C:\AtomicRedTeam\atomics\T1098\T1098.yaml","Domain Password Policy Check: No Special Character in Password","powershell","$credFile = ""#{cred_file}""
if (Test-Path $credFile) {
    $cred = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList $env:USERNAME, (Get-Content $credFile | ConvertTo-SecureString)
    if($cred.GetNetworkCredential().Password -eq ""#{cred_file}""){
      Write-Host -ForegroundColor Yellow ""The new password is the same as the password stored in the credential file. Please specify a different new password.""; exit -1
    }
    try {
        $newPassword = ConvertTo-SecureString #{cred_file} -AsPlainText -Force
        Set-ADAccountPassword -Identity $env:USERNAME -OldPassword $cred.password -NewPassword $newPassword
    }
    catch { 
        $_.Exception
        $errCode = $_.Exception.ErrorCode
        Write-Host ""Error code: $errCode""
        if ($errCode -eq 86) {
            Write-Host -ForegroundColor Yellow ""The stored password for the current user is incorrect. Please run the prereq commands to set the correct credentials""
            Remove-Item $credFile
        }
        exit $errCode
    }
    Write-Host -ForegroundColor Cyan ""Successfully changed the password to #{cred_file}""
    $newCred = New-Object System.Management.Automation.PSCredential ($env:USERNAME, $(ConvertTo-SecureString ""#{cred_file}"" -AsPlainText -Force))
    $newCred.Password | ConvertFrom-SecureString | Out-File $credFile
}
else {
    Write-Host -ForegroundColor Yellow ""You must store the password of the current user by running the prerequisite commands first""
}
",,"New-Item -Type Directory (split-path ""#{cred_file}"") -ErrorAction Ignore | Out-Null $cred = Get-Credential -UserName  $env:USERNAME -message ""Enter password for $env:USERNAME to use during password change attempt"" $cred.Password | ConvertFrom-SecureString | Out-File ""#{cred_file}"" "
"T1098","C:\AtomicRedTeam\atomics\T1098\T1098.yaml","Domain Password Policy Check: No Uppercase Character in Password","powershell","$credFile = ""#{cred_file}""
if (Test-Path $credFile) {
    $cred = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList $env:USERNAME, (Get-Content $credFile | ConvertTo-SecureString)
    if($cred.GetNetworkCredential().Password -eq ""#{cred_file}""){
      Write-Host -ForegroundColor Yellow ""The new password is the same as the password stored in the credential file. Please specify a different new password.""; exit -1
    }
    try {
        $newPassword = ConvertTo-SecureString #{cred_file} -AsPlainText -Force
        Set-ADAccountPassword -Identity $env:USERNAME -OldPassword $cred.password -NewPassword $newPassword
    }
    catch { 
        $_.Exception
        $errCode = $_.Exception.ErrorCode
        Write-Host ""Error code: $errCode""
        if ($errCode -eq 86) {
            Write-Host -ForegroundColor Yellow ""The stored password for the current user is incorrect. Please run the prereq commands to set the correct credentials""
            Remove-Item $credFile
        }
        exit $errCode
    }
    Write-Host -ForegroundColor Cyan ""Successfully changed the password to #{cred_file}""
    $newCred = New-Object System.Management.Automation.PSCredential ($env:USERNAME, $(ConvertTo-SecureString ""#{cred_file}"" -AsPlainText -Force))
    $newCred.Password | ConvertFrom-SecureString | Out-File $credFile
}
else {
    Write-Host -ForegroundColor Yellow ""You must store the password of the current user by running the prerequisite commands first""
}
",,"New-Item -Type Directory (split-path ""#{cred_file}"") -ErrorAction Ignore | Out-Null $cred = Get-Credential -UserName  $env:USERNAME -message ""Enter password for $env:USERNAME to use during password change attempt"" $cred.Password | ConvertFrom-SecureString | Out-File ""#{cred_file}"" "
"T1098","C:\AtomicRedTeam\atomics\T1098\T1098.yaml","Domain Password Policy Check: No Lowercase Character in Password","powershell","$credFile = ""#{cred_file}""
if (Test-Path $credFile) {
    $cred = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList $env:USERNAME, (Get-Content $credFile | ConvertTo-SecureString)
    if($cred.GetNetworkCredential().Password -eq ""#{cred_file}""){
      Write-Host -ForegroundColor Yellow ""The new password is the same as the password stored in the credential file. Please specify a different new password.""; exit -1
    }
    try {
        $newPassword = ConvertTo-SecureString #{cred_file} -AsPlainText -Force
        Set-ADAccountPassword -Identity $env:USERNAME -OldPassword $cred.password -NewPassword $newPassword
    }
    catch { 
        $_.Exception
        $errCode = $_.Exception.ErrorCode
        Write-Host ""Error code: $errCode""
        if ($errCode -eq 86) {
            Write-Host -ForegroundColor Yellow ""The stored password for the current user is incorrect. Please run the prereq commands to set the correct credentials""
            Remove-Item $credFile
        }
        exit $errCode
    }
    Write-Host -ForegroundColor Cyan ""Successfully changed the password to #{cred_file}""
    $newCred = New-Object System.Management.Automation.PSCredential ($env:USERNAME, $(ConvertTo-SecureString ""#{cred_file}"" -AsPlainText -Force))
    $newCred.Password | ConvertFrom-SecureString | Out-File $credFile
}
else {
    Write-Host -ForegroundColor Yellow ""You must store the password of the current user by running the prerequisite commands first""
}
",,"New-Item -Type Directory (split-path ""#{cred_file}"") -ErrorAction Ignore | Out-Null $cred = Get-Credential -UserName  $env:USERNAME -message ""Enter password for $env:USERNAME to use during password change attempt"" $cred.Password | ConvertFrom-SecureString | Out-File ""#{cred_file}"" "
"T1098","C:\AtomicRedTeam\atomics\T1098\T1098.yaml","Domain Password Policy Check: Only Two Character Classes","powershell","$credFile = ""#{cred_file}""
if (Test-Path $credFile) {
    $cred = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList $env:USERNAME, (Get-Content $credFile | ConvertTo-SecureString)
    if($cred.GetNetworkCredential().Password -eq ""#{cred_file}""){
      Write-Host -ForegroundColor Yellow ""The new password is the same as the password stored in the credential file. Please specify a different new password.""; exit -1
    }
    try {
        $newPassword = ConvertTo-SecureString #{cred_file} -AsPlainText -Force
        Set-ADAccountPassword -Identity $env:USERNAME -OldPassword $cred.password -NewPassword $newPassword
    }
    catch { 
        $_.Exception
        $errCode = $_.Exception.ErrorCode
        Write-Host ""Error code: $errCode""
        if ($errCode -eq 86) {
            Write-Host -ForegroundColor Yellow ""The stored password for the current user is incorrect. Please run the prereq commands to set the correct credentials""
            Remove-Item $credFile
        }
        exit $errCode
    }
    Write-Host -ForegroundColor Cyan ""Successfully changed the password to #{cred_file}""
    $newCred = New-Object System.Management.Automation.PSCredential ($env:USERNAME, $(ConvertTo-SecureString ""#{cred_file}"" -AsPlainText -Force))
    $newCred.Password | ConvertFrom-SecureString | Out-File $credFile
}
else {
    Write-Host -ForegroundColor Yellow ""You must store the password of the current user by running the prerequisite commands first""
}
",,"New-Item -Type Directory (split-path ""#{cred_file}"") -ErrorAction Ignore | Out-Null $cred = Get-Credential -UserName  $env:USERNAME -message ""Enter password for $env:USERNAME to use during password change attempt"" $cred.Password | ConvertFrom-SecureString | Out-File ""#{cred_file}"" "
